#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,topic
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:48:20Z,-0.24833333333333332,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:48:30Z,-0.2814285714285715,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:48:40Z,-0.24428571428571427,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:48:50Z,-0.24333333333333332,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:49:00Z,-0.2571428571428572,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:49:10Z,-0.25142857142857145,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:49:20Z,-0.24333333333333332,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:49:30Z,-0.2214285714285714,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:49:40Z,-0.2642857142857143,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:49:50Z,-0.27166666666666667,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:50:00Z,-0.2557142857142857,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:50:10Z,-0.26285714285714284,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:50:20Z,-0.255,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:50:30Z,-0.2557142857142857,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:50:40Z,-0.25142857142857145,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:50:50Z,-0.25000000000000006,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:51:00Z,-0.25285714285714284,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:51:10Z,-0.23714285714285713,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:51:20Z,-0.25166666666666665,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:51:30Z,-0.2542857142857143,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:51:40Z,-0.27,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:51:50Z,-0.25333333333333335,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:52:00Z,-0.2442857142857143,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:52:10Z,-0.24857142857142858,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:52:20Z,-0.25,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:52:30Z,-0.2414285714285714,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:52:40Z,-0.26285714285714284,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:52:50Z,-0.23666666666666666,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:53:00Z,-0.25857142857142856,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:53:10Z,-0.27142857142857146,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:53:20Z,-0.23666666666666666,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:53:30Z,-0.25,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:53:40Z,-0.2414285714285714,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:53:50Z,-0.255,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:54:00Z,-0.2642857142857143,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:54:10Z,-0.22857142857142856,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:54:20Z,-0.24666666666666667,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:54:30Z,-0.24428571428571427,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:54:40Z,-0.24285714285714285,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:54:50Z,-0.24833333333333332,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:55:00Z,-0.26571428571428574,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:55:10Z,-0.26285714285714284,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:55:20Z,-0.21999999999999997,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:55:30Z,-0.26,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:55:40Z,-0.24714285714285714,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:55:50Z,-0.265,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:56:00Z,-0.26,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:56:10Z,-0.24857142857142858,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:56:20Z,-0.2383333333333333,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:56:30Z,-0.2571428571428572,ax,mqtt_consumer,7ada292730b7,Encostas/dados
,,0,2024-08-30T23:33:04.676072164Z,2024-08-31T00:33:04.676072164Z,2024-08-30T23:56:40Z,-0.24571428571428572,ax,mqtt_consumer,7ada292730b7,Encostas/dados
